"id_penjualan","id_invoice","tanggal","id_customer","id_barang","jumlah_barang","harga","nama_customer","id_cabang_sales","cabang_sales","grup","produk","kemasan","nama_tipe","kode_lini","lini","total_sales"
IN6127-BRG0006,IN6127,2022-04-24,CUST55625,BRG0006,34.0,2819.20,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,95852.80
IN6295-BRG0004,IN6295,2022-05-22,CUST55653,BRG0004,8.0,8700.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,69605.60
IN6039-BRG0001,IN6039,2022-01-23,CUST55480,BRG0001,13.0,1169.91,APOTEK MERDEKA,CAB04,Bandung,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,15208.83
IN6192-BRG0006,IN6192,2022-05-14,CUST55645,BRG0006,10.0,2819.20,APOTEK MERDEKA,CAB04,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,28192.00
IN6022-BRG0005,IN6022,2022-05-23,CUST55654,BRG0005,9.0,5648.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,50834.70
IN6240-BRG0002,IN6240,2022-01-30,CUST55541,BRG0002,48.0,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,112200.00
IN6102-BRG0003,IN6102,2022-01-31,CUST55392,BRG0003,11.3181818181818,10690.60,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,120998.15
IN6090-BRG0006,IN6090,2022-05-24,CUST55655,BRG0006,21.3041958041958,2819.20,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,60060.79
IN6135-BRG0001,IN6135,2022-02-08,CUST55550,BRG0001,12.0,1169.91,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,14038.92
IN6214-BRG0002,IN6214,2022-01-28,CUST55461,BRG0002,21.3041958041958,2337.50,APOTEK SAHABAT,CAB07,Padang,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,49798.56
IN5999-BRG0003,IN5999,2022-05-01,CUST55632,BRG0003,5.0,10690.60,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,53453.00
IN6279-BRG0004,IN6279,2022-01-30,CUST55529,BRG0004,20.0,6940.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,138806.00
IN6078-BRG0001,IN6078,2022-03-30,CUST55600,BRG0001,12.493006993007,1169.91,APOTEK MERDEKA,CAB04,Bandung,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,14615.69
IN6008-BRG0004,IN6008,2022-01-30,CUST55469,BRG0004,12.0,6940.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,83283.60
IN6185-BRG0004,IN6185,2022-02-01,CUST55483,BRG0004,9.0,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,78306.30
IN6061-BRG0007,IN6061,2022-02-24,CUST55566,BRG0007,12.0,4592.10,APOTEK SAHABAT,CAB07,Padang,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,55105.20
IN6195-BRG0009,IN6195,2022-01-31,CUST55398,BRG0009,67.0,5780.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,387306.90
IN6056-BRG0002,IN6056,2022-04-20,CUST55621,BRG0002,100.0,2337.50,APOTEK MAJA,CAB02,Kuningan,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,233750.00
IN6085-BRG0002,IN6085,2022-03-31,CUST55601,BRG0002,25.0,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,58437.50
IN6014-BRG0002,IN6014,2022-03-21,CUST55591,BRG0002,34.0,2337.50,APOTEK MAJA,CAB02,Kuningan,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,79475.00
IN6269-BRG0004,IN6269,2022-02-01,CUST55453,BRG0004,12.0,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,104408.40
IN6326-BRG0009,IN6326,2022-01-31,CUST55458,BRG0009,4.0,5780.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,23122.80
IN6169-BRG0006,IN6169,2022-05-20,CUST55665,BRG0006,67.0,2819.20,APOTEK TAPAK,CAB01,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,188886.40
IN6010-BRG0001,IN6010,2022-05-31,CUST55676,BRG0001,5.0,4592.10,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,22960.50
IN6036-BRG0009,IN6036,2022-01-27,CUST55388,BRG0009,23.0,5780.70,APOTEK MAJA,CAB02,Kuningan,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,132956.10
IN6026-BRG0003,IN6026,2022-02-16,CUST55558,BRG0003,21.3041958041958,5780.70,APOTEK SAHABAT,CAB07,Padang,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,123153.16
IN6244-BRG0003,IN6244,2022-01-31,CUST55542,BRG0003,21.3041958041958,10690.60,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,227754.64
IN6150-BRG0002,IN6150,2022-05-20,CUST55651,BRG0002,5.0,2337.50,APOTEK MAJA,CAB02,Kuningan,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,11687.50
IN6262-BRG0010,IN6262,2022-01-28,CUST55419,BRG0010,67.0,6940.30,KLINIK GM,CAB03,Jakarta,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,465000.10
IN6080-BRG0007,IN6080,2022-03-26,CUST55596,BRG0007,13.6678321678322,4592.10,APOTEK SAHABAT,CAB07,Padang,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,62764.05
IN6179-BRG0010,IN6179,2022-05-24,CUST55669,BRG0010,8.0,6940.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,55522.40
IN6211-BRG0002,IN6211,2022-02-01,CUST55501,BRG0002,18.3671328671329,2337.50,APOTEK MAJA,CAB02,Kuningan,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,42933.17
IN6148-BRG0007,IN6148,2022-01-31,CUST55476,BRG0007,9.0,4592.10,APOTEK SAHABAT,CAB07,Padang,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,41328.90
IN6183-BRG0003,IN6183,2022-01-23,CUST55498,BRG0003,25.0,5780.70,APOTEK SAHABAT,CAB07,Padang,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,144517.50
IN6227-BRG0002,IN6227,2022-04-10,CUST55611,BRG0002,12.0,2337.50,APOTEK SAHABAT,CAB07,Padang,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,28050.00
IN6161-BRG0001,IN6161,2022-01-27,CUST55466,BRG0001,24.2412587412587,4592.10,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,111318.28
IN6296-BRG0006,IN6296,2022-06-09,CUST55685,BRG0006,12.493006993007,2819.20,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,35220.29
IN6176-BRG0004,IN6176,2022-01-30,CUST55403,BRG0004,17.7797202797203,8700.70,APOTEK MAJA,CAB02,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,154696.01
IN6291-BRG0010,IN6291,2022-02-01,CUST55489,BRG0010,11.3181818181818,6940.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,78551.58
IN5996-BRG0007,IN5996,2022-05-25,CUST55656,BRG0007,21.8916083916084,4592.10,APOTEK SAHABAT,CAB07,Padang,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,100528.45
IN6216-BRG0007,IN6216,2022-01-23,CUST55456,BRG0007,98.0,4592.10,APOTEK MAJA,CAB02,Kuningan,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,450025.80
IN6163-BRG0002,IN6163,2022-01-30,CUST55421,BRG0002,5.0,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,11687.50
IN6242-BRG0005,IN6242,2022-01-23,CUST55534,BRG0005,44.0,5648.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,248525.20
IN6060-BRG0004,IN6060,2022-02-01,CUST55543,BRG0004,21.8916083916084,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,190472.32
IN5994-BRG0002,IN5994,2022-02-01,CUST55411,BRG0002,12.493006993007,2337.50,APOTEK MAJA,CAB02,Kuningan,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,29202.40
IN6327-BRG0009,IN6327,2022-01-27,CUST55448,BRG0009,25.0,5780.70,APOTEK MAJA,CAB02,Kuningan,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,144517.50
IN6044-BRG0005,IN6044,2022-05-01,CUST55694,BRG0005,17.7797202797203,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,100425.19
IN6097-BRG0009,IN6097,2022-04-30,CUST55718,BRG0009,100.0,5780.70,APOTEK MAJA,CAB02,Kuningan,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,578070.00
IN6088-BRG0009,IN6088,2022-02-06,CUST55548,BRG0009,10.0,5780.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,57807.00
IN6118-BRG0003,IN6118,2022-01-27,CUST55502,BRG0003,18.9545454545454,10690.60,KLINIK GM,CAB03,Jakarta,Klinik,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,202635.46
IN6280-BRG0005,IN6280,2022-01-23,CUST55384,BRG0005,1.0,5648.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,5648.30
IN6228-BRG0009,IN6228,2022-01-27,CUST55508,BRG0009,12.493006993007,5780.70,APOTEK MAJA,CAB02,Kuningan,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,72218.33
IN6032-BRG0004,IN6032,2022-06-03,CUST55679,BRG0004,23.0,6940.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,159626.90
IN6162-BRG0004,IN6162,2022-01-28,CUST55503,BRG0004,12.493006993007,8700.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,108697.91
IN6258-BRG0005,IN6258,2022-01-27,CUST55484,BRG0005,1.0,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,5648.30
IN6029-BRG0010,IN6029,2022-01-28,CUST55389,BRG0010,4.0,6940.30,KLINIK GM,CAB03,Jakarta,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,27761.20
IN6289-BRG0003,IN6289,2022-01-23,CUST55492,BRG0003,25.0,10690.60,APOTEK TAPAK,CAB01,Aceh,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,267265.00
IN6046-BRG0002,IN6046,2022-06-15,CUST55691,BRG0002,12.493006993007,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,29202.40
IN6208-BRG0006,IN6208,2022-01-30,CUST55475,BRG0006,8.0,2819.20,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,22553.60
IN6106-BRG0004,IN6106,2022-04-30,CUST55713,BRG0004,4.0,8700.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,34802.80
IN6003-BRG0005,IN6003,2022-01-27,CUST55424,BRG0005,9.0,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,50834.70
IN6284-BRG0001,IN6284,2022-01-23,CUST55540,BRG0001,76.0,1169.91,APOTEK MERDEKA,CAB04,Bandung,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,88913.16
IN6264-BRG0001,IN6264,2022-06-14,CUST55690,BRG0001,15.4300699300699,1169.91,APOTEK MERDEKA,CAB04,Bandung,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,18051.79
IN6070-BRG0006,IN6070,2022-01-28,CUST55485,BRG0006,23.0,2819.20,APOTEK TAPAK,CAB01,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,64841.60
IN6299-BRG0005,IN6299,2022-01-27,CUST55514,BRG0005,12.0,5648.30,KLINIK DR. ANDRI,CAB08,Lampung,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,67779.60
IN6301-BRG0004,IN6301,2022-02-01,CUST55393,BRG0004,11.9055944055944,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,103587.01
IN6308-BRG0007,IN6308,2022-01-23,CUST55516,BRG0007,67.0,4592.10,APOTEK MAJA,CAB02,Kuningan,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,307670.70
IN6018-BRG0003,IN6018,2022-04-01,CUST55602,BRG0003,13.6678321678322,10690.60,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,146117.33
IN6001-BRG0004,IN6001,2022-04-02,CUST55603,BRG0004,21.3041958041958,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,185361.42
IN6241-BRG0001,IN6241,2022-01-31,CUST55440,BRG0001,79.0,1169.91,APOTEK TAPAK,CAB01,Aceh,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,92422.89
IN6307-BRG0007,IN6307,2022-01-23,CUST55396,BRG0007,13.6678321678322,4592.10,APOTEK MAJA,CAB02,Kuningan,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,62764.05
IN6261-BRG0008,IN6261,2022-02-05,CUST55547,BRG0008,24.2412587412587,3991.90,KLINIK GM,CAB03,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,96768.68
IN6128-BRG0008,IN6128,2022-02-01,CUST55537,BRG0008,79.0,3991.90,APOTEK TAPAK,CAB01,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,315360.10
IN6041-BRG0001,IN6041,2022-02-28,CUST55570,BRG0001,5.0,1169.91,APOTEK MERDEKA,CAB04,Bandung,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,5849.55
IN6096-BRG0002,IN6096,2022-02-19,CUST55561,BRG0002,25.0,2337.50,APOTEK MAJA,CAB02,Kuningan,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,58437.50
IN6167-BRG0002,IN6167,2022-01-28,CUST55491,BRG0002,12.493006993007,2337.50,APOTEK SAHABAT,CAB07,Padang,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,29202.40
IN6293-BRG0010,IN6293,2022-02-01,CUST55519,BRG0010,4.0,6940.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,27761.20
IN6222-BRG0003,IN6222,2022-06-02,CUST55678,BRG0003,1.0,5780.70,APOTEK SAHABAT,CAB07,Padang,Apotek,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,5780.70
IN6184-BRG0006,IN6184,2022-01-28,CUST55395,BRG0006,25.0,2819.20,APOTEK TAPAK,CAB01,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,70480.00
IN6131-BRG0009,IN6131,2022-01-27,CUST55418,BRG0009,10.0,5780.70,APOTEK MAJA,CAB02,Kuningan,Apotek,AMBROXOL HC,BOTOL,Produk jadi,207,VNS,57807.00
IN6016-BRG0010,IN6016,2022-03-09,CUST55579,BRG0010,5.0,6940.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,34701.50
IN6253-BRG0002,IN6253,2022-01-28,CUST55431,BRG0002,34.0,2337.50,APOTEK SAHABAT,CAB07,Padang,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,79475.00
IN6040-BRG0001,IN6040,2022-01-31,CUST55470,BRG0001,10.0,1169.91,APOTEK TAPAK,CAB01,Aceh,Apotek,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,11699.10
IN6020-BRG0002,IN6020,2022-03-11,CUST55581,BRG0002,1.0,2337.50,APOTEK SAHABAT,CAB07,Padang,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,2337.50
IN5982-BRG0006,IN5982,2022-01-30,CUST55535,BRG0006,5.0,2819.20,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,14096.00
IN6247-BRG0006,IN6247,2022-01-28,CUST55425,BRG0006,10.0,2819.20,APOTEK TAPAK,CAB01,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,28192.00
IN6231-BRG0004,IN6231,2022-02-21,CUST55563,BRG0004,24.2412587412587,8700.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,210915.92
IN6230-BRG0004,IN6230,2022-01-28,CUST55413,BRG0004,13.6678321678322,8700.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,118919.71
IN6092-BRG0005,IN6092,2022-03-14,CUST55584,BRG0005,2.0,5648.30,KLINIK GM,CAB03,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,11296.60
IN6320-BRG0006,IN6320,2022-02-01,CUST55495,BRG0006,67.0,2819.20,APOTEK MERDEKA,CAB04,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,188886.40
IN6180-BRG0005,IN6180,2022-04-13,CUST55614,BRG0005,98.0,5648.30,KLINIK GM,CAB03,Jakarta,Klinik,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,Produk jadi,203,SLCYL,553533.40
IN6037-BRG0002,IN6037,2022-05-03,CUST55721,BRG0002,45.0,2337.50,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,105187.50
IN6310-BRG0004,IN6310,2022-04-30,CUST55693,BRG0004,13.6678321678322,8700.70,APOTEK SAHABAT,CAB07,Padang,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,118919.71
IN6084-BRG0002,IN6084,2022-02-01,CUST55471,BRG0002,67.0,2337.50,APOTEK MAJA,CAB02,Kuningan,Apotek,ALERGINE TABLET SALUT,DUS,Produk jadi,203,ETIKAL,156612.50
IN6139-BRG0004,IN6139,2022-04-22,CUST55623,BRG0004,78.0,8700.70,APOTEK MERDEKA,CAB04,Bandung,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,678654.60
IN6002-BRG0007,IN6002,2022-02-04,CUST55546,BRG0007,13.6678321678322,4592.10,APOTEK MAJA,CAB02,Kuningan,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,62764.05
IN6064-BRG0006,IN6064,2022-01-28,CUST55515,BRG0006,10.0,2819.20,APOTEK TAPAK,CAB01,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,28192.00
IN6267-BRG0010,IN6267,2022-02-01,CUST55459,BRG0010,8.0,6940.30,KLINIK SAHABAT,CAB05,Tangerang,Klinik,PARACETAMOL,BOTOL,Produk jadi,208,SLCYL,55522.40
IN6054-BRG0006,IN6054,2022-02-01,CUST55435,BRG0006,34.0,2819.20,APOTEK MERDEKA,CAB04,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,95852.80
IN6157-BRG0004,IN6157,2022-04-12,CUST55613,BRG0004,67.0,8700.70,APOTEK MAJA,CAB02,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,KAPSUL,Produk jadi,201,VNS,582946.90
IN6111-BRG0008,IN6111,2022-05-26,CUST55657,BRG0008,12.493006993007,3991.90,APOTEK TAPAK,CAB01,Aceh,Apotek,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,49870.83
IN6207-BRG0006,IN6207,2022-04-04,CUST55605,BRG0006,12.493006993007,2819.20,APOTEK TAPAK,CAB01,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,35220.29
IN6129-BRG0001,IN6129,2022-02-14,CUST55556,BRG0001,8.0,4592.10,KLINIK SAHABAT,CAB05,Tangerang,Klinik,ACYCLOVIR DUS,DUS,Produk jadi,206,OGB & PH,36736.80
IN6038-BRG0008,IN6038,2022-01-30,CUST55517,BRG0008,98.0,3991.90,KLINIK GM,CAB03,Jakarta,Klinik,TETRACYCLINE KAPSUL 250 MG,KAPSUL,Produk jadi,204,MARCKS,391206.20
IN6302-BRG0006,IN6302,2022-02-23,CUST55565,BRG0006,120.0,2819.20,APOTEK SINAR JAYA,CAB06,Bekasi,Apotek,KETOCONAZOLE TABLET 200 MG,TABLET,Produk jadi,205,OGB & PH,338304.00
IN6226-BRG0007,IN6226,2022-01-31,CUST55416,BRG0007,23.0,4592.10,APOTEK SAHABAT,CAB07,Padang,Apotek,ERGOTAMINE COFFEINE,BOTOL,Produk jadi,206,ETIKAL,105618.30
IN6012-BRG0003,IN6012,2022-06-16,CUST55712,BRG0003,5.0,10690.60,KLINIK GM,CAB03,Jakarta,Klinik,AMPICILLIN,BOTOL,Produk jadi,210,MARCKS,53453.00
